Clause,PreprocessedText
 Vendor hereby agrees to give Tea Cozi and any person designated by Tea Cozi all assistance reasonably required to perfect such rights.,vendor hereby agrees give tea cozi person designated tea cozi assistance reasonably required perfect right
" Vendor shall not assign, transfer, convey, license or otherwise dispose of, wholly or partially, any of its rights and obligations under this NDA except with the prior written consent of Tea Cozi.",vendor shall assign transfer convey license otherwise dispose wholly partially right obligation nda except prior written consent tea cozi
  .,
"	This NDA shall be governed by, and construed in accordance with, the laws of India without regard to principles of conflict of laws.",nda shall governed construed accordance law india without regard principle conflict law
" The parties hereto consent to and agree to submit to the exclusive jurisdiction of the courts of Delhi, India for any action or proceeding arising under or by reason of this NDA and to the venue of such action or proceeding in such courts.",party hereto consent agree submit exclusive jurisdiction court delhi india action proceeding arising reason nda venue action proceeding court
  This NDA shall become effective as of the date first written above (“Effective Date”).,nda shall become effective date first written effective date
" However, Vendor specifically agrees that this NDA shall cover all Information disclosed by or on behalf of Tea Cozi to Vendor whether before or after the Effective Date.",however vendor specifically agrees nda shall cover information disclosed behalf tea cozi vendor whether effective date
  Vendor agrees that its obligations to maintain confidentiality under this NDA shall survive the termination or expiration of this NDA without any limitation of time.,vendor agrees obligation maintain confidentiality nda shall survive termination expiration nda without limitation time
"  Since unauthorized disclosure or use of Information will diminish the value of the proprietary interests that are the subject of this NDA, if Vendor breaches any of its obligations hereunder, Tea Cozi will, in addition to any other available remedies, be entitled to immediate equitable relief in any court of competent jurisdiction to protect its interests therein, including but not limited to injunctive relief.",since unauthorized disclosure use information diminish value proprietary interest subject nda vendor breach obligation hereunder tea cozi addition available remedy entitled immediate equitable relief court competent jurisdiction protect interest therein including limited injunctive relief
"  This NDA (a) in conjunction with the Agreement constitute the entire understanding between the parties with respect to Information, (b) supersedes all prior agreements between the parties with respect the confidentiality obligations of Vendor to Tea Cozi regarding the Information, and (c) shall be binding upon Vendor with respect to any and all Information received by Vendor prior to and during the term of both the NDA and the Agreement.",nda conjunction agreement constitute entire understanding party respect information b supersedes prior agreement party respect confidentiality obligation vendor tea cozi regarding information c shall binding upon vendor respect information received vendor prior term nda agreement
 No amendment or modification of this NDA shall be valid or binding on the parties unless made in writing and executed on behalf of each party by its duly authorized representative.,amendment modification nda shall valid binding party unless made writing executed behalf party duly authorized representative
"   No failure or delay on the part of the parties hereto to exercise any right, power, or remedy under this NDA shall operate as a waiver thereof, nor shall any single or partial exercise by either party of any rights, power or remedy operate as a waiver.",failure delay part party hereto exercise right power remedy nda shall operate waiver thereof shall single partial exercise either party right power remedy operate waiver
" The rights, powers and remedies provided herein are cumulative and are not exclusive of any rights, powers or remedies provided by law.",right power remedy provided herein cumulative exclusive right power remedy provided law
"   Any notices under this NDA shall be in writing and shall be sufficiently communicated if delivered in person or by courier service, sent by facsimile (followed by the mailing of a hard copy by regular mail) or by registered mail, to the recipient at its address appearing above.",notice nda shall writing shall sufficiently communicated delivered person courier service sent facsimile followed mailing hard copy regular mail registered mail recipient address appearing
" Notices shall be deemed to have been received if delivered in person, on the same day; if sent by facsimile,  hours after transmission; or if sent by registered mail, five () days after deposit into the mail system.",notice shall deemed received delivered person day sent facsimile hour transmission sent registered mail five day deposit mail system
  Each party represents that it has caused this NDA dated as of the date first written above to be executed on its behalf by a representative empowered to bind that party with respect to the undertakings and obligations contained herein.,party represents caused nda dated date first written executed behalf representative empowered bind party respect undertaking obligation contained herein
"CONTRACT FOR THE SALE OF GOODS This contract for the sale of goods is between [], a [] organized under the laws of the State of [] (the “Seller”), and [], a [] organized under the laws of the State of [] (the “Buyer”).",contract sale good contract sale good organized law state seller organized law state buyer
 The parties agree as follows: .,party agree follows
 Sale of Goods.,sale good
 The Seller shall sell to the Buyer and the Buyer shall purchase from the Seller the goods set forth on Exhibit A (the “Goods”) in the quantities and at the prices stated in Exhibit A.,seller shall sell buyer buyer shall purchase seller good set forth exhibit good quantity price stated exhibit
" Unless otherwise stated in Exhibit A, the Buyer shall pay all taxes and third-party expenses imposed on, in connection with, or measured by the transaction contemplated by this agreement in addition to the prices set forth on Exhibit A.",unless otherwise stated exhibit buyer shall pay tax thirdparty expense imposed connection measured transaction contemplated agreement addition price set forth exhibit
 .,
 Invoices; Payment.,invoice payment
" Unless otherwise stated in Exhibit A, payment for the Goods is due within  days of the date of the Seller’s invoice, which date will not be before the date of the Seller’s delivery of the Goods.",unless otherwise stated exhibit payment good due within day date seller invoice date date seller delivery good
 The Buyer shall pay a delinquency charge of the lesser of () % per month and () the highest rate allowed under applicable law on all overdue amounts until the amounts are paid.,buyer shall pay delinquency charge lesser per month highest rate allowed applicable law overdue amount amount paid
 .,
 Delivery; Title; and Risk of Loss.,delivery title risk loss
" Unless otherwise stated in Exhibit A, the Seller shall deliver the Goods FOB the Seller’s facility in [], and title to and risk of loss of the Goods will pass to the Buyer upon such delivery by the Seller.",unless otherwise stated exhibit seller shall deliver good fob seller facility title risk loss good pas buyer upon delivery seller
 Any stated delivery dates are approximate.,stated delivery date approximate
" The Seller will not be liable for any losses, damages, penalties, or expenses for failure to meet any delivery date.",seller liable loss damage penalty expense failure meet delivery date
 .,
 Disclaimer of Warranty; Due Diligence.,disclaimer warranty due diligence
" The Goods are being sold “as is,” and the Seller disclaims all warranties of quality, whether express or implied, including the warranties of merchantability and fitness for particular purpose.",good sold seller disclaims warranty quality whether express implied including warranty merchantability fitness particular purpose
 The Buyer acknowledges that it has not been induced by any statements or representations of any person with respect to the quality or condition of the Goods and that no such statements or representations have been made.,buyer acknowledges induced statement representation person respect quality condition good statement representation made
" The Buyer acknowledges that it has relied solely on the investigations, examinations, and inspections as the Buyer has chosen to make and that the Seller has afforded the Buyer the opportunity for full and complete investigations, examinations, and inspections.",buyer acknowledges relied solely investigation examination inspection buyer chosen make seller afforded buyer opportunity full complete investigation examination inspection
 .,
 Limitation of Liability.,limitation liability
" The Seller will not be liable for any indirect, special, consequential, or punitive damages (including lost profits) arising out of or relating to this agreement or the transactions it contemplates (whether for breach of contract, tort, negligence, or other form of action) and irrespective of whether the Seller has been advised of the possibility of any such damage.",seller liable indirect special consequential punitive damage including lost profit arising relating agreement transaction contemplates whether breach contract tort negligence form action irrespective whether seller advised possibility damage
 In no event will the Seller’s liability exceed the price the Buyer paid to the Seller for the specific Goods provided by the Seller giving rise to the claim or cause of action.,event seller liability exceed price buyer paid seller specific good provided seller giving rise claim cause action
 .,
 Limitation of Actions.,limitation action
 No action arising out of or relating to this agreement or the transactions it contemplates may be commenced against the Seller more than  months after the basis for such claim could reasonably have been discovered.,action arising relating agreement transaction contemplates may commenced seller month basis claim could reasonably discovered
 .,
 Security Interest.,security interest
" The Buyer hereby grants to the Seller a security interest in the Goods sold to the Buyer under this agreement and any proceeds therefrom (including accounts receivable), until payment in full for the Goods has been received by the Seller.",buyer hereby grant seller security interest good sold buyer agreement proceeds therefrom including account receivable payment full good received seller
 The Buyer shall sign and deliver to the Seller any document to perfect this security interest that the Seller reasonably requests.,buyer shall sign deliver seller document perfect security interest seller reasonably request
 .,
 Governing Law and Designation of Forum.,governing law designation forum
" (a) The laws of the State of [] (without giving effect to its conflicts of law principles) govern all matters arising out of or relating to this agreement and the transactions it contemplates, including, without limitation, its interpretation, construction, validity, performance (including the details of performance), and enforcement.",law state without giving effect conflict law principle govern matter arising relating agreement transaction contemplates including without limitation interpretation construction validity performance including detail performance enforcement
 (b) A party bringing a legal action or proceeding against the other party arising out of or relating to this agreement or the transactions it contemplates must bring the legal action or proceeding in any court of the State of [] sitting in [] County.,b party bringing legal action proceeding party arising relating agreement transaction contemplates must bring legal action proceeding court state sitting county
" Each party to this agreement consents to the exclusive jurisdiction of the courts of the State of [] sitting in [] County and its appellate courts, for the purpose of all legal actions and proceedings arising out of or relating to this agreement or the transactions it contemplates.",party agreement consent exclusive jurisdiction court state sitting county appellate court purpose legal action proceeding arising relating agreement transaction contemplates
 .,
 Force Majeure.,force majeure
 The Seller will not be liable for delays in performance or for non-performance due to unforeseen circumstances or causes beyond the Seller’s reasonable control.,seller liable delay performance nonperformance due unforeseen circumstance cause beyond seller reasonable control
 .,
 Assignment; Delegation.,assignment delegation
" The Buyer may not assign any of its rights under this agreement or delegate any performance under this agreement, except with the prior written consent of the Seller.",buyer may assign right agreement delegate performance agreement except prior written consent seller
 Any purported assignment of rights or delegation of performance in violation of this section is void.,purported assignment right delegation performance violation section void
 .,
 Recovery of Expenses.,recovery expense
" In any adversarial proceedings between the parties arising out of this agreement or the transactions it contemplates, the prevailing party will be entitled to recover from the other party, in addition to any other relief awarded, all expenses that the prevailing party incurs, including legal fees and expenses.",adversarial proceeding party arising agreement transaction contemplates prevailing party entitled recover party addition relief awarded expense prevailing party incurs including legal fee expense
  .,
 Entire Agreement.,entire agreement
" This agreement constitutes the entire agreement between the parties with respect to the subject matter of this agreement and supersedes all other agreements, whether written or oral, between the parties.",agreement constitutes entire agreement party respect subject matter agreement supersedes agreement whether written oral party
 .,
 Amendments.,amendment
 No amendment to this agreement will be effective unless it is in writing and signed by both parties.,amendment agreement effective unless writing signed party
 .,
 Effectiveness; Date.,effectiveness date
 This agreement will become effective when both parties have signed it.,agreement become effective party signed
 The date this agreement is signed by the last party to sign it (as indicated by the date associated with that party’s signature) will be deemed the date of this agreement.,date agreement signed last party sign indicated date associated party signature deemed date agreement
 .,
 Counterparts; Electronic Signatures.,counterpart electronic signature
" This agreement may be signed in one or more counterparts, which together will form a single agreement.",agreement may signed one counterpart together form single agreement
 This agreement may be signed electronically.,agreement may signed electronically
 Each party is signing this agreement on the date stated opposite that party’s signature.,party signing agreement date stated opposite party signature
"NOT INTENDED FOR USE
THIS DOCUMENT DOES NOT CONSTITUE LEGAL ADVICE.",intended use document constitue legal advice
"
PLEASE CONSULT WITH AN ATTORNEY FOR QUESTIONS REGARDING THE SETUP AND USE OF A MEMBER MANAGED OPERATING AGREEMENT.",please consult attorney question regarding setup use member managed operating agreement
"
ALL RIGHTS RESERVED: MK SINGH LAW    LIMITED LIABILITY COMPANY OPERATING AGREEMENT
OF
[NAME OF LLC], LLC [MEMBER MANAGED] THIS OPERATING AGREEMENT (“Agreement”), is made and entered into as of this  day of ,  by [NAME OF LLC], LLC, a [LLC STATE] Limited Liability Company (the “Company”), and its Members [NAME OF MEMBERS].",right reserved mk singh law limited liability company operating agreement name llc llc member managed operating agreement agreement made entered day name llc llc llc state limited liability company company member name member
" The Members hereby adopts this agreement as the “Operating Agreement” of the Company to set forth the rules, regulations, and provisions regarding the management and the business of the Company, the governance of the Company, the conduct of its business, and the rights and privileges of its Members.",member hereby adopts agreement operating agreement company set forth rule regulation provision regarding management business company governance company conduct business right privilege member
" NOW THEREFORE, the Members and the Company, intending to be legally bound, hereby agree as follows: ARTICLE I
ORGANIZATION AND BUSINESS PURPOSE .",therefore member company intending legally bound hereby agree follows article organization business purpose
"   Formation On, [DATE COMPANY FORMED], the Company was formed by filing a Certificate of [TYPE OF CERTIFICATE] with the [STATE] Secretary of State under the [STATE] Limited Liability Company Act (Revised Code of [STATE]) .",formation date company formed company formed filing certificate type certificate state secretary state state limited liability company act revised code state
   Name The name of the Company shall be [NAME OF LLC].,name name company shall name llc
 The Company may do business under these names and under any other name or names which the Members select.,company may business name name name member select
" If the Company does business under a name other than that set forth in its Certificate of Formation, the Company shall file a DBA (Doing Business As) name as required by law.",company business name set forth certificate formation company shall file dba business name required law
 .,
   Term The LLC will commence its business as of the date of the filing of the Certificate of Formation and will continue until dissolution pursuant to Section  of this Agreement .,term llc commence business date filing certificate formation continue dissolution pursuant section agreement
   Principal Office The location of the principal place of business of the Company within the State of Washington shall be [PRINCIPLE OFFICE ADDRESS] .,principal office location principal place business company within state washington shall principle office address
   Registered Agent [REGISTERED AGENT NAME] shall be the registered agent in the State of Washington.,registered agent registered agent name shall registered agent state washington
 The location of the registered agent’s office is [REGISTERED AGENT OFFICE ADDRESS].,location registered agent office registered agent office address
 .,
"   Members The name, present mailing address, initial capital contributions, and percentage interest of each Member is set forth in Schedule A, as amended from time to time.",member name present mailing address initial capital contribution percentage interest member set forth schedule amended time time
 .,
   Admission of Additional Members No additional members may be admitted to the Company without the prior unanimous written consent of all of the Members.,admission additional member additional member may admitted company without prior unanimous written consent member
 .,
   Business Purpose The purpose of the Company is to engage in any lawful act or activity for which a Limited Liability Company may be formed within the Washington.,business purpose purpose company engage lawful act activity limited liability company may formed within washington
" ARTICLE II
CAPITAL CONTRIBUTIONS .",article ii capital contribution
"   Capital Contributions Capital contributions shall mean the money, property, or services contributed to an LLC in exchange for an ownership percentage interest in the LLC.",capital contribution capital contribution shall mean money property service contributed llc exchange ownership percentage interest llc
 .,
   Initial Capital Contributions The capital contributions made by each Member to the Company is set forth in Schedule A.,initial capital contribution capital contribution made member company set forth schedule
 .,
   Additional Capital Contributions The Members shall make capital contributions to the Company in proportion to their respective percentage interest in the Company.,additional capital contribution member shall make capital contribution company proportion respective percentage interest company
 In the event the Company must reimburse costs attributable to capital contributions then such reimbursements shall be made in proportion to the Member’s respective Percentage Interests.,event company must reimburse cost attributable capital contribution reimbursement shall made proportion member respective percentage interest
 For purposes of this section capital contributions shall not include time spent by each Member.,purpose section capital contribution shall include time spent member
 .,
   Percentage Interest Each Member will own a percentage interest in the LLC.,percentage interest member percentage interest llc
 Each Member’s Percentage Interest is set forth on Schedule A.,member percentage interest set forth schedule
 .,
   No Interest on Capital Contributions Members shall not be paid interest on their capital contributions.,interest capital contribution member shall paid interest capital contribution
 .,
"   Return of Capital Contributions Except as otherwise provided in this Agreement, no Member shall have the right to receive any return of any capital contribution or to demand distribution.",return capital contribution except otherwise provided agreement member shall right receive return capital contribution demand distribution
" ARTICLE III
ALLOCATIONS OF PROFITS AND LOSSES, DISTRIBUTIONS, WITHHOLDINGS, AND METHOD OF ACCOUNTING .",article iii allocation profit loss distribution withholding method accounting
   Allocation of Profits and Losses The Company’s net profits or net losses shall be determined on an annual basis and shall be allocated to the Member in proportion to his/her percentage interest in the Company as set forth in Schedule A and in accordance with Treasury Regulation .,allocation profit loss company net profit net loss shall determined annual basis shall allocated member proportion hisher percentage interest company set forth schedule accordance treasury regulation
-(b)()(ii)(d).,biid
 .,
   Distributions The Members shall determine and distribute available funds in such amount and at such time as they see fit.,distribution member shall determine distribute available fund amount time see fit
 Available funds shall mean the net cash of the Company available after the Members have allocated appropriate provisions for expenses and liabilities.,available fund shall mean net cash company available member allocated appropriate provision expense liability
 Distributions for purposes of liquidation of the Company or in liquidation of the Member’s interest shall be made in accordance with the positive capital account balances pursuant to Treasury Regulation .,distribution purpose liquidation company liquidation member interest shall made accordance positive capital account balance pursuant treasury regulation
(b)()(ii)(b)().,biib
" In the event that a Member shall have a negative capital account balance, there shall be a qualified income offset, as set forth in Treasury Regulation .",event member shall negative capital account balance shall qualified income offset set forth treasury regulation
(b)()(ii)(d).,biid
 .,
"   Distribution of Assets If any assets of the Company are distributed in Kind to the Member, those assets shall be valued on the basis of their fair market value.",distribution asset asset company distributed kind member asset shall valued basis fair market value
" Unless the Member decides otherwise, the fair market value of the assets shall be determined by an independent appraiser who shall be selected by the Members.",unless member decides otherwise fair market value asset shall determined independent appraiser shall selected member
 The profit or loss for each unsold asset shall be determined as if the asset had been sold at fair market value and shall be allocated as provided in Section .,profit loss unsold asset shall determined asset sold fair market value shall allocated provided section
 .,
"   Withholding The Members are authorized to withhold from distributions, profit allocations, or payments to other Members, in order to pay appropriate federal, state, or local government authority any amount required to be withheld pursuant to the provision of the applicable state or local law.",withholding member authorized withhold distribution profit allocation payment member order pay appropriate federal state local government authority amount required withheld pursuant provision applicable state local law
" All amounts withheld pursuant to this section, shall be treated as amounts distributed to such Member pursuant to Section .",amount withheld pursuant section shall treated amount distributed member pursuant section
 .,
   Method of Accounting The Company will use the method of accounting previously determined by the Members for financial reporting and tax purposes.,method accounting company use method accounting previously determined member financial reporting tax purpose
 .,
"   Amendments to this section The Members are authorized, upon the advice of the Company’s tax counsel, to amend this Section  to comply with the Code and Regulations promulgated under Section (b) of the Code.",amendment section member authorized upon advice company tax counsel amend section comply code regulation promulgated section b code
" ARTICLE IV
MANAGEMENT .",article iv management
   Member Managed The management of the Company shall be vested in its Members.,member managed management company shall vested member
 The Members shall be agents of the Company for the purpose of the business and its affairs.,member shall agent company purpose business affair
 The Members shall possess all power on behalf of the Company to do all things necessary to carry out the business and affairs of the company accept as otherwise limited by this Agreement.,member shall posse power behalf company thing necessary carry business affair company accept otherwise limited agreement
 .,
"   Powers of Members No act shall be taken, obligation incurred, or power exercised by the Company, Member, employee, or any agents of the Company on behalf of the Company with respect to any of the following, except with the unanimous written approval of its Members.",power member act shall taken obligation incurred power exercised company member employee agent company behalf company respect following except unanimous written approval member
 .,
"   The lease, transfer, encumbrances, or other dispositions by the Company of all or substantially all of its assets.",lease transfer encumbrance disposition company substantially asset
 .,
   Any merger or consolidation involving the Company.,merger consolidation involving company
 .,
"   Any split, combination or reclassification of any Member’s interest.",split combination reclassification member interest
 .,
"   The issuance by the Company of any additional Interests or equity interests of the Company, or the admission of any Person as a Member of the Company.",issuance company additional interest equity interest company admission person member company
 .,
"   Any change of the Company’s name or any amendment of the Certificate of Formation or this Agreement, including, without limitation, any change in the purposes of the company.",change company name amendment certificate formation agreement including without limitation change purpose company
 .,
"   The purchase, lease, exchange, or acquisition of any equity interest or assets of any other person, other than in the ordinary course of business.",purchase lease exchange acquisition equity interest asset person ordinary course business
 .,
   Deadlock of Members The Members shall make due effort to resolve differences within the Membership.,deadlock member member shall make due effort resolve difference within membership
 In the event the Members are not able to agree on an appropriate resolution then the Members shall submit to mediation through ww.,event member able agree appropriate resolution member shall submit mediation ww
kcdrc.,kcdrc
org.,org
 All costs associated with such mediation shall be split in accordance with each Member’s percentage interest.,cost associated mediation shall split accordance member percentage interest
 .,
"   Standard of Care The Members shall fulfill his or her duties as Members in good faith, with the care an ordinary prudent person in a like position would exercise under similar circumstances, and in a manner he or she reasonably believes to be in the best interest of the Company.",standard care member shall fulfill duty member good faith care ordinary prudent person like position would exercise similar circumstance manner reasonably belief best interest company
" ARTICLE V
BANKING, PAYMENT OF EXPENSES AND COMPENSATION .",article v banking payment expense compensation
   Bank Accounts All funds of the company will be deposited in a bank or brokerage accounts in the Company’s name.,bank account fund company deposited bank brokerage account company name
" The Members shall determine the institution(s) where the accounts will be opened and maintained, the types of accounts, and who has authority with respect to the accounts and the funds therein.",member shall determine institution account opened maintained type account authority respect account fund therein
 .,
   Organization Expenses All expenses incurred in connection with the organization of the Company shall be paid by the Company.,organization expense expense incurred connection organization company shall paid company
 .,
   Legal and Accounting Services The Company may obtain legal and accounting services to the extent reasonably necessary for the conduct of the Company’s business.,legal accounting service company may obtain legal accounting service extent reasonably necessary conduct company business
 .,
   Compensation The Members shall be entitled to compensation.,compensation member shall entitled compensation
 Compensation shall be made in an amount and at such time as determined by the Members.,compensation shall made amount time determined member
" ARTICLE VI
MEETING AND RECORDS .",article vi meeting record
"   Place of Meeting Meeting of the Members shall be held at such place as determined by the Members, inside or outside the State of Washington, pursuant to proper notice.",place meeting meeting member shall held place determined member inside outside state washington pursuant proper notice
 .,
"   Annual Meeting An annual meeting of the Members of the Company shall be held each year on the date and at the time as determined by the Members, who may, in his or her sole discretion, elect not to hold an annual meeting.",annual meeting annual meeting member company shall held year date time determined member may sole discretion elect hold annual meeting
 Failure to hold an annual meeting at the time stated does not affect the validity of any action taken by the Company.,failure hold annual meeting time stated affect validity action taken company
 .,
"   Notice of Meetings A notice of all meetings, stating the place, date, and time of the meeting shall be provided to each Members at his or her address as shown on Schedule A by mail at least seven () days prior to the meeting or by personal delivery, telephonic, or electronic delivery at least three () days prior to the meeting.",notice meeting notice meeting stating place date time meeting shall provided member address shown schedule mail least seven day prior meeting personal delivery telephonic electronic delivery least three day prior meeting
 .,
   Waiver of Notice Attendance of a Member at a meeting shall constitute a waiver of notice of the meeting.,waiver notice attendance member meeting shall constitute waiver notice meeting
 Notification of a meeting may also be waived in writing.,notification meeting may also waived writing
 .,
   Conference Telephone Meeting Meetings of the Member(s) may be held by means of conference telephone or similar communications.,conference telephone meeting meeting member may held mean conference telephone similar communication
 .,
"   Records The Members shall cause the Company to keep at the principal place of business the following: Current list of names and address of the Member(s)
  A copy of this Operating Agreement and all attached Schedules
  A copy of the Certificate of Formation
  Copies of the Company’s federal tax returns, reports, and other financial statements for the past three years.",record member shall cause company keep principal place business following current list name address member copy operating agreement attached schedule copy certificate formation copy company federal tax return report financial statement past three year
" ARTICLE VII
LIMITATION OF LIABILITY, INDEPENDENT ACTIVITIES AND INDEMNIFICATION .",article vii limitation liability independent activity indemnification
"   Limitation of Liability To the extent permitted by law, the Members shall not be liable for damages or otherwise to the Company or any other Member, for any act, omission or error in judgment performed, omitted or made by it or them in good faith and in a manner reasonably believed by it or them to be within the scope of authority granted by this Agreement provided that such act, omission, or error in judgment does not constitute bad faith, fraud, gross negligence, intentional misconduct, or knowing violations of the law.",limitation liability extent permitted law member shall liable damage otherwise company member act omission error judgment performed omitted made good faith manner reasonably believed within scope authority granted agreement provided act omission error judgment constitute bad faith fraud gross negligence intentional misconduct knowing violation law
 .,
"   Limitations to Third Parties The debts, obligations, and liabilities of the Company, whether arising in contract, tort or otherwise, shall be solely the debts, obligations, and liabilities of the Company, and no Member of the Company shall be obligated personally for any such debt, obligation, or liability by reason of being a Member of the Company.",limitation third party debt obligation liability company whether arising contract tort otherwise shall solely debt obligation liability company member company shall obligated personally debt obligation liability reason member company
 .,
"   Independent Activities Members may engage in or possess an interest in other businesses of any nature or description, including, but not limited to, ownership, employment by, or financing, except for businesses that are similar to the business of the Company as determined by the Members.",independent activity member may engage posse interest business nature description including limited ownership employment financing except business similar business company determined member
 .,
"   Indemnification To the extent permitted by law, Members, employees, or any other agent (“Covered Persons”) thereof shall be entitled to indemnification from the Company from and against any judgments, settlements, penalties, fines, or expenses incurred in a proceeding to which such Covered Person is a party because he or she is, or was a Member, or was serving at the request of the Company, provided that such Covered Person acted in good faith and in a manner reasonably believed to be in the best interest of the Company, except that no Covered Person shall be entitled to indemnification from or on account of acts or omissions of the Covered Person adjudged to be gross negligence, intentional misconduct, or a knowing violation of the law.",indemnification extent permitted law member employee agent covered person thereof shall entitled indemnification company judgment settlement penalty fine expense incurred proceeding covered person party member serving request company provided covered person acted good faith manner reasonably believed best interest company except covered person shall entitled indemnification account act omission covered person adjudged gross negligence intentional misconduct knowing violation law
" ARTICLE VIII
TRANSFERS, ASSIGNMENT, AND WITHDRAWAL .",article viii transfer assignment withdrawal
"   Transfers Prohibited Except as otherwise provided in this Agreement, no Member may voluntarily or involuntarily transfer, sell, convey, encumber, assign, or otherwise dispose of (collectively, “Transfer”) an interest in the Company without the prior written consent of all non-transferring Members.",transfer prohibited except otherwise provided agreement member may voluntarily involuntarily transfer sell convey encumber assign otherwise dispose collectively transfer interest company without prior written consent nontransferring member
 .,
   Right of First Refusal Notwithstanding Section .,right first refusal notwithstanding section
", a Member may transfer all or part of the Member’s interest (“Interest”) in the Company in compliance with the terms below: .",member may transfer part member interest interest company compliance term
"   The transferring Member must provide written notice to all other Members, stating the price and terms on which the Member is prepared to sell his/her interest (“Offer”).",transferring member must provide written notice member stating price term member prepared sell hisher interest offer
 .,
   The Company shall have the first option to purchase the Interest from the transferor on the terms listed in the Offer.,company shall first option purchase interest transferor term listed offer
 The Company shall have thirty () days after the receipt of the Offer to exercise its option to purchase by providing written notice to the transferor.,company shall thirty day receipt offer exercise option purchase providing written notice transferor
 .,
"   If the Company fails to notify the transferring Member of its desire to exercise its option, then the Company will be deemed to have waived its right to acquire the Interest on the terms described in the Offer and the transferring Member may sell and convey the Interest consistent with the Offer to another Member of the Company; provided, however, if the sale to another Member is made on terms that are more favorable then stated in the original Offer, the transferring Member must reoffer the sale of the Interest to the Company at the new terms and price prior to offering it to another Member.",company fails notify transferring member desire exercise option company deemed waived right acquire interest term described offer transferring member may sell convey interest consistent offer another member company provided however sale another member made term favorable stated original offer transferring member must reoffer sale interest company new term price prior offering another member
 .,
   The Member desiring to purchase the Interest from the transferring Member shall have thirty () days after the receipt of the Offer to exercises his/her option by providing written notice to the transferor.,member desiring purchase interest transferring member shall thirty day receipt offer exercise hisher option providing written notice transferor
" If the Member fails to notify the transferring Member of his/her desire to exercise his/her option, then the Member will have waived its right to acquire the Interest on the terms described in the Offer and the transferring Member may sell and convey the Interest consistent with the Offer to any other person or entity with the approval of the non-transferring Member(s); provided, however, if the sale to another person or entity is made on terms that are more favorable then stated in the original Offer, the transferring Member must reoffer the sale of the interest first to the Company and if the Company does not exercise its option then to the Member at the new terms and price prior to offering it to another person or entity.",member fails notify transferring member hisher desire exercise hisher option member waived right acquire interest term described offer transferring member may sell convey interest consistent offer person entity approval nontransferring member provided however sale another person entity made term favorable stated original offer transferring member must reoffer sale interest first company company exercise option member new term price prior offering another person entity
 .,
"   In the event that neither the Company nor the other Members elect to purchase the Interest, the transferring Member may sell and convey the interest consistent with the Offer to any other person or entity with the approval of the non-transferring Members, provided that such Transfer shall be made on terms no favorable then offered to the Company and its Members.",event neither company member elect purchase interest transferring member may sell convey interest consistent offer person entity approval nontransferring member provided transfer shall made term favorable offered company member
 The transferee shall retain only economic rights in the Company and shall not be admitted as a full Member without the unanimous written approval of the non-transferring Member(s).,transferee shall retain economic right company shall admitted full member without unanimous written approval nontransferring member
 .,
   Notwithstanding the foregoing provisions of Section .,notwithstanding foregoing provision section
", should the remaining Member be entitled to and elect to acquire all the Interests of the other Members of the Company in accordance with the provisions of .",remaining member entitled elect acquire interest member company accordance provision
", such that the Company becomes a single Member Limited Liability Company, the acquiring Member may assign the right to acquire Interests to a spouse, lineal descendent, or an affiliated entity if the assignment is reasonably believed to be necessary to continue the existence of the Company as a Limited Liability Company.",company becomes single member limited liability company acquiring member may assign right acquire interest spouse lineal descendent affiliated entity assignment reasonably believed necessary continue existence company limited liability company
 .,
"   Invalid Transfer of Interest Each Member hereby acknowledges that any transfer of any Interest or portion thereof in violation of the term of Section  shall be deemed invalid, null and void, and of no force or effect.",invalid transfer interest member hereby acknowledges transfer interest portion thereof violation term section shall deemed invalid null void force effect
 .,
   Withdrawal A Member may not withdraw from the Company prior to dissolution and winding up of the Company.,withdrawal member may withdraw company prior dissolution winding company
" However, in the event a Member chooses to withdraw prior to dissolution then such Member shall sell to the Company his/her Percentage Interest and the Company shall purchase such Member’s Interest at book value.",however event member chooses withdraw prior dissolution member shall sell company hisher percentage interest company shall purchase member interest book value
 Book Value shall be determined by valuing the Company and its assets on the date of withdrawal.,book value shall determined valuing company asset date withdrawal
 The Company and the withdrawing Member shall mutually agree on book value and all expenses associated with making such determination shall be shared equally by the Company and the withdrawing Member.,company withdrawing member shall mutually agree book value expense associated making determination shall shared equally company withdrawing member
 The Company shall make payments to withdrawing Member in a timely manner.,company shall make payment withdrawing member timely manner
" ARTICLE IX
DISSOLUTION AND LIQUIDATION .",article ix dissolution liquidation
 Events of Dissolution The Company shall be dissolved upon the happening of any of the following events:    .,event dissolution company shall dissolved upon happening following event
   Unanimous written consent of all the Members.,unanimous written consent member
    .,
   Any event that makes it unlawful or impossible to carry on the business of the Company.,event make unlawful impossible carry business company
    .,
"   Death, expulsion, bankruptcy, or the occurrence of any event that terminates the continued membership of a Member to the Company, unless the sole remaining Member, within  days after the date of that event, elects to continue the business of the Company.",death expulsion bankruptcy occurrence event terminates continued membership member company unless sole remaining member within day date event elect continue business company
